ID_kinopoisk;screens;budget;age_R;time;box_budget;rating;box;views;rezult;rezult4
70952;100;46096480;12;115;1,17;7,4;54000000;551000;0;1
77396;117;57620600;0;98;0,78;4,8;45000000;464000;0;0
79850;315;121003260;16;115;3,84;6,1;465000000;4400000;1;3
253754;47;46096480;12;101;0,16;6,4;7300000;61000;0;0
252013;188;57620600;6;90;0,33;6,7;19000000;295000;0;0
85104;93;86430900;0;80;0,11;4,7;9800000;142000;0;0
81201;35;57620600;16;100;0,07;6,4;4000000;34000;0;0
81202;300;201672100;12;105;0,62;5,9;126000000;1100000;0;0
81041;200;115241200;12;79;0,42;7,7;48000000;628000;0;0
208105;14;43215450;16;94;0,05;7,5;2100000;18000;0;0
104958;130;14144600;12;105;5,23;4,7;74000000;633000;1;3
85127;73;70723000;16;85;0,13;6,7;9100000;80000;0;0
254806;22;28289200;18;112;0,05;6,7;1300000;11000;0;0
40775;367;113156800;16;130;4,71;7,2;533000000;4900000;1;3
81485;320;99012200;16;132;2,25;6,5;223000000;2300000;1;2
95943;137;42433800;16;93;0,87;5,7;37000000;331000;0;0
81203;270;50920560;16;110;1,2;6,7;61000000;538000;0;1
94111;352;113156800;16;127;1,81;7,4;205000000;1700000;0;1
418372;30;70723000;18;80;0,03;5,2;1900000;16000;0;0
84830;222;56578400;16;111;2,12;7,2;120000000;915000;1;2
103737;60;56578400;18;90;0,51;6,8;29000000;266000;0;0
84464;172;42433800;16;105;0,54;5,9;23000000;197000;0;0
84225;114;56578400;16;90;0,23;5,7;13000000;121000;0;0
104143;187;70723000;16;111;0,35;6,4;25000000;229000;0;0
49345;208;282892000;16;110;0,16;2,3;44000000;418000;0;0
103339;201;90525440;16;117;2,11;3;191000000;1600000;1;2
84674;361;189537640;16;139;3,6;6,7;682000000;6100000;1;3
104895;106;42433800;16;103;0,24;6;10000000;82000;0;0
252117;67;48091640;12;95;0,04;6,4;2000000;17000;0;0
93006;200;96183280;16;97;0,53;5,8;51000000;420000;0;0
230629;25;70723000;16;100;0,02;5,3;1300000;9800;0;0
160898;122;84867600;16;90;0,25;7;21000000;170000;0;0
251966;79;565784000;18;96;0,02;5,7;11000000;87000;0;0
79925;518;118814640;12;132;7,73;6;919000000;7400000;1;3
103414;405;67946250;16;98;4,02;6,7;273000000;2300000;1;3
161139;96;40767750;16;97;0,18;6,8;7300000;67000;0;0
252012;56;12230325;12;94;0,44;6,4;5400000;43000;0;0
79850;121;114149700;16;115;0,03;6,1;3300000;29000;0;0
103370;292;135892500;12;78;1,13;7,2;153000000;1600000;0;1
252007;143;79817750;0;133;0,29;6,2;24000000;181000;0;0
79883;415;135892500;18;115;2,61;6;355000000;2800000;1;2
147818;279;40767750;0;68;2,48;7,5;101000000;1100000;1;2
404920;8;79817750;12;120;0,29;6,4;583000;7300;0;0
161182;100;95124750;12;90;0,09;3,8;8800000;23000;0;0
161140;229;81535500;18;110;0,69;5,4;56000000;461000;0;0
271793;46;67946250;12;108;0,08;5,8;5500000;40000;0;0
161141;387;95124750;16;125;1,8;6,6;171000000;1400000;0;1
252063;333;29896350;12;86;6,72;7,1;201000000;1700000;1;3
252118;144;79817750;16;84;0,29;6,6;15000000;124000;0;0
252100;50;40767750;16;86;0,14;6,8;5700000;38000;0;0
464890;5;79817750;12;95;0,29;6;202000;2500;0;0
255356;28;79817750;16;93;0,29;6,2;2000000;12000;0;0
208024;210;79817750;18;105;0,29;5,5;38000000;301000;0;0
252099;52;79817750;16;95;0,29;7,2;5100000;34000;0;0
178722;103;35332050;16;104;0,79;7,1;28000000;199000;0;0
252125;10;19024950;18;92;0,01;6,8;186000;1300;0;0
254977;70;79817750;16;80;0,29;6,4;7300000;56000;0;0
86203;134;86971200;16;140;0,09;6,6;7800000;57000;0;0
161100;207;29896350;18;95;1,47;3;44000000;375000;0;1
256502;70;29896350;18;88;0,21;3,5;6200000;42000;0;0
161085;151;79817750;16;92;0,29;6,2;38000000;311000;0;0
257769;60;79817750;0;110;0,29;5,3;6200000;62000;0;0
257380;315;46203450;16;90;0,78;4;36000000;313000;0;0
253753;9;27178500;16;104;0,01;5,8;173000;1300;0;0
47270;395;1087140000;16;112;0,06;5,9;67000000;546000;0;0
256503;300;43485600;18;98;1,98;7;86000000;657000;0;1
276108;15;79817750;16;77;0,29;5,3;758000;7600;0;0
103413;265;86971200;16;105;0,2;3,3;17000000;142000;0;0
256530;92;24460650;18;74;0,57;6,6;14000000;105000;0;0
161069;378;135892500;16;108;0,81;4,4;110000000;822000;0;0
260908;82;35332050;16;105;0,13;6;4500000;33000;0;0
252040;226;81535500;16;110;0,45;6;37000000;275000;0;0
259998;98;79817750;16;110;0,29;7,6;13000000;95000;0;0
271513;203;21742800;16;100;2,02;6,9;44000000;309000;1;2
266950;94;54357000;16;105;0,16;4,3;8700000;61000;0;0
257337;194;40767750;16;112;1,57;7,9;64000000;481000;0;1
208895;314;67946250;18;95;1,88;3,7;128000000;1100000;0;1
271973;20;79817750;12;85;0,29;5,2;800000;40000;0;0
252116;15;79817750;6;125;0,29;5,3;338000;2300;0;0
161128;35;326142000;16;137;0,01;6,4;2400000;17000;0;0
81371;601;271785000;16;136;1,94;4,3;528000000;4100000;0;1
271732;600;38049900;12;95;10,78;4,2;410000000;3000000;1;3
257773;294;76716300;18;112;0,72;3,7;55000000;404000;0;0
275099;80;127860500;16;87;0,06;6,1;7200000;54000;0;0
161083;263;33243730;18;123;1,11;3,7;37000000;307000;0;1
271974;143;28129310;18;91;0,57;5,6;16000000;110000;0;0
104984;506;255721000;16;88;0,51;4,7;130000000;1000000;0;0
160983;385;168775860;16;131;0,83;6,5;140000000;978000;0;0
254776;427;76716300;12;100;3,95;5,6;303000000;2200000;1;3
279043;240;38358150;12;98;1,02;5,9;39000000;281000;0;1
271975;28;30686520;16;89;0,03;5,4;768000;6000;0;0
276314;411;255721000;16;90;0,28;4,7;72000000;525000;0;0
271977;224;51144200;16;105;0,39;6,1;20000000;169000;0;0
275100;457;79817750;12;97;0,29;6,6;116000000;935000;0;0
271976;427;79817750;16;84;0,29;3,8;88000000;690000;0;0
81201;79;25572100;16;100;0,13;6,4;3200000;25000;0;0
279224;80;33243730;16;91;0,03;5,3;1100000;9100;0;0
260338;171;25572100;16;112;0,78;7,7;20000000;170000;0;0
251967;126;79817750;16;94;0,29;6,7;4700000;36000;0;0
261359;313;79817750;16;92;0,29;6;28000000;212000;0;0
278155;130;79817750;16;82;0,29;7;4900000;36000;0;0
277532;82;76716300;16;100;0,06;5,1;4700000;35000;0;0
280154;75;30686520;16;92;0,12;7;3600000;30000;0;0
279776;10;79817750;16;97;0,29;7,3;51000;388;0;0
280543;57;35800940;16;90;0,07;5,2;2600000;20000;0;0
259251;58;38358150;18;90;0,39;6,6;15000000;99000;0;0
294993;60;79817750;16;79;0,29;6,2;1900000;15000;0;0
274321;36;79817750;16;82;0,29;5,9;2300000;20000;0;0
280280;25;79817750;16;76;0,29;6,3;1200000;8700;0;0
279236;23;38358150;16;116;0,04;5,8;1400000;9800;0;0
252300;143;79817750;16;79;0,29;5,8;6200000;46000;0;0
356795;10;51144200;16;114;0,01;6,1;387000;5700;0;0
280546;17;38358150;16;96;0,02;7,9;877000;6400;0;0
309407;22;12786050;16;78;0,13;6,8;1600000;11000;0;0
271819;460;63930250;16;117;1,88;5,5;120000000;897000;0;1
373067;5;79817750;16;97;0,29;6,8;1200000;6000;0;0
281769;230;79817750;12;96;0,29;7,1;22000000;160000;0;0
271503;246;127860500;16;90;0,27;4;35000000;256000;0;0
281768;4;38358150;16;83;0;5,8;166000;1300;0;0
257768;119;76716300;16;80;0,17;3,7;13000000;91000;0;0
222809;357;63930250;16;153;2,67;7,6;171000000;1100000;1;2
84675;356;460297800;16;126;0,35;7;163000000;1200000;0;0
281294;20;38358150;16;124;0,05;6,5;1900000;13000;0;0
374713;5;79817750;16;94;0,29;6;103000;1000;0;0
257772;656;396367550;16;105;0,5;4,1;200000000;1500000;0;0
347293;208;43472570;18;89;0,58;5,3;25000000;167000;0;0
279040;18;153432600;12;130;0;6,1;744000;6300;0;0
105013;583;153432600;18;133;1,9;6,2;292000000;2500000;0;1
309408;500;76716300;16;125;2,01;7,8;154000000;972000;1;2
275098;165;102288400;0;85;0,15;5,9;15000000;208000;0;0
258128;389;79817750;16;87;0,29;6,8;80000000;585000;0;0
277327;503;306865200;16;140;0,47;5,8;143000000;1000000;0;0
279235;291;153432600;16;91;0,22;3,7;34000000;246000;0;0
281192;10;79817750;16;110;0,29;6,6;1200000;7600;0;0
395401;275;79817750;16;83;0,29;6,1;52000000;369000;0;0
271700;303;79817750;18;125;0,29;6,9;35000000;260000;0;0
318349;52;51144200;12;95;0,04;6,8;1800000;12000;0;0
278156;280;43472570;18;103;0,76;7,1;33000000;229000;0;0
373392;104;79817750;12;104;0,29;4,6;8000000;55000;0;0
271685;104;38358150;18;95;0,31;6,2;12000000;88000;0;0
259895;219;79817750;12;95;0,29;6,1;26000000;194000;0;0
393868;43;79817750;16;90;0,29;5,5;1800000;15000;0;0
395049;165;43472570;16;100;0,3;7,7;13000000;95000;0;0
276261;914;127860500;12;109;9,39;5,1;1200000000;8900000;1;3
395107;278;89502350;16;95;0,67;6,8;60000000;378000;0;0
252022;522;51144200;0;80;4,69;7,3;240000000;1900000;1;3
252331;50;79817750;0;91;0,29;5;3400000;26000;0;0
265731;219;141750450;12;78;0,18;5,8;25000000;236000;0;0
400108;82;49737000;16;95;0,2;5,6;10000000;59000;0;0
396483;132;49737000;16;85;0,12;2,3;6100000;43000;0;0
277385;702;111908250;18;106;6,01;3,1;673000000;4700000;1;3
280303;469;74605500;16;89;0,95;4,8;71000000;492000;0;0
397469;145;79817750;16;84;0,29;7,5;18000000;124000;0;0
395410;284;79817750;16;105;0,29;6,9;36000000;281000;0;0
260315;472;124342500;16;115;1,55;7,2;193000000;1300000;0;1
400107;141;29842200;6;70;0,57;5,4;17000000;239000;0;0
404918;21;79817750;16;76;0,29;8;3600000;20000;0;0
394045;368;62171250;16;110;2,85;3,2;177000000;1200000;1;2
259281;528;124342500;16;109;1,15;3,6;143000000;1000000;0;1
402979;407;99474000;16;98;1,36;7,6;135000000;788000;0;1
367686;362;62171250;16;90;1,75;4,5;109000000;760000;0;1
271697;400;49737000;18;95;0,72;1,5;36000000;276000;0;0
395682;356;74605500;16;100;0,46;5,8;34000000;180000;0;0
395684;408;198948000;16;110;0,33;5,1;65000000;586000;0;0
406153;98;37302750;16;90;0,24;6,3;9000000;54000;0;0
396472;253;79817750;16;84;0,29;6,8;33000000;224000;0;0
399553;55;79817750;16;90;0,29;6,3;3200000;20000;0;0
279229;10;44763300;16;100;0,03;6,9;1300000;9500;0;0
309394;91;49737000;18;93;0,09;6,7;4400000;30000;0;0
413476;40;124342500;18;108;0;5;441000;4000;0;0
398100;4;79817750;16;100;0,29;6,1;150000;585;0;0
409026;99;79817750;12;90;0,29;2,6;2000000;0;0;0
414915;80;21138225;18;95;0,16;7,2;3300000;22000;0;0
395697;227;8355816;16;96;2,75;7,1;23000000;137000;1;2
322039;353;79817750;16;100;0,29;5,1;22000000;159000;0;0
408403;376;298422000;18;120;0,15;7;45000000;287000;0;0
397246;201;37302750;16;110;0,46;4,7;17000000;115000;0;0
378245;436;124342500;16;85;0,21;3;26000000;188000;0;0
409027;100;79817750;16;80;0,29;6,3;3200000;21000;0;0
414927;160;79817750;6;70;0,29;4,2;12000000;166000;0;0
407329;14;57197550;18;120;0,01;6,9;451000;2200;0;0
396473;685;74605500;16;99;3,28;2,5;245000000;1600000;1;3
357085;230;62171250;16;94;0,31;5,4;19000000;117000;0;0
416115;10;79817750;18;112;0,29;6,8;481000;2800;0;0
281305;175;84552900;16;86;0,11;6,5;9400000;57000;0;0
280938;1107;497370000;16;124;1,76;7;876000000;5400000;0;1
419583;1;79817750;16;97;0,29;5,9;204000;988;0;0
409345;14;79817750;16;97;0,29;6,3;541000;2800;0;0
412248;47;37302750;18;80;0,05;5,7;1800000;9300;0;0
394065;459;79817750;16;93;0,29;3,2;104000000;773000;0;0
394412;501;149211000;16;111;0,28;6,6;42000000;307000;0;0
419514;7;79817750;16;85;0,29;5,4;473000;2300;0;0
416134;81;79817750;16;120;0,29;2,9;1200000;6700;0;0
422777;52;99474000;16;118;0,08;6,6;7600000;42000;0;0
395423;410;74605500;18;105;0,88;7,1;66000000;456000;0;0
422941;106;79817750;18;102;0,29;6,1;3400000;17000;0;0
395373;464;62171250;16;90;2,28;5,7;142000000;849000;1;2
404377;527;99474000;16;109;0,77;4,7;77000000;477000;0;0
348585;70;124342500;16;103;0,02;6,2;2700000;39000;0;0
398099;87;89526600;18;107;0,17;7,1;15000000;79000;0;0
395680;23;49737000;16;73;0,02;2,5;876000;5600;0;0
425976;8;24868500;18;80;0;6,4;80000;467;0;0
406141;501;79579200;18;83;1,31;7,1;104000000;693000;0;1
271699;50;124342500;16;98;0,01;4,4;727000;3300;0;0
416124;64;49737000;16;82;0,04;4,9;2000000;16000;0;0
429002;5;49737000;16;97;0;7,3;75000;500;0;0
397498;600;79817750;12;70;0,29;6,6;72000000;521000;0;0
395690;893;373027500;16;136;1,31;6,9;488000000;2900000;0;1
405610;931;74605500;12;100;6,94;5,3;518000000;3000000;1;3
257774;924;1157973450;16;115;0,56;4,3;644000000;3700000;0;0
422939;191;79817750;16;100;0,29;6,6;22000000;167000;0;0
416089;948;317253000;16;80;1,33;2,9;421000000;2700000;0;1
417841;18;79817750;16;120;0,29;6,8;763000;4300;0;0
309200;505;158626500;18;110;0,57;2,8;91000000;634000;0;0
416132;420;158626500;16;102;0,66;4,8;105000000;647000;0;0
400040;163;158626500;16;92;0,06;3;10000000;63000;0;0
430506;524;158626500;12;93;0,4;4,5;63000000;459000;0;0
430602;673;111038550;16;88;2,94;6,3;326000000;1900000;1;2
397544;273;317253000;16;120;0,13;4,2;42000000;270000;0;0
161104;648;498087210;16;131;1,15;6,5;575000000;3800000;0;1
432557;74;79817750;16;87;0,29;4,1;2700000;18000;0;0
450327;3;79817750;16;130;0,29;7,6;3000000;16000;0;0
447659;102;79817750;12;90;0,29;4,1;4000000;57000;0;0
374715;859;578986725;16;103;0,35;4,1;205000000;1200000;0;0
415097;338;126901200;16;107;0,17;5,9;22000000;241000;0;0
447666;25;79817750;16;94;0,29;6,1;1500000;1000;0;0
431376;339;380703600;16;107;0,06;4,2;24000000;147000;0;0
406628;108;79817750;16;106;0,29;5,9;5000000;33000;0;0
416088;188;95175900;16;102;0,12;5,4;11000000;72000;0;0
424962;50;95175900;12;73;0,05;6,7;5200000;32000;0;0
447092;50;79817750;16;86;0,29;6,3;1300000;9100;0;0
466440;11;63450600;16;97;0,01;6,1;691000;4400;0;0
460264;33;79817750;16;94;0,29;8,2;2300000;10000;0;0
453017;3;660000;16;60;0,27;2,9;175000;900;0;0
432394;531;47587950;16;85;2,77;2,5;132000000;858000;1;2
421056;174;79817750;16;75;0,29;5,9;7900000;49000;0;0
417840;1041;158626500;12;113;3,49;7,1;553000000;3500000;1;3
447688;52;79817750;16;83;0,29;6,6;3700000;21000;0;0
432679;80;47587950;16;103;0,03;5,3;1600000;9900;0;0
447689;150;31725300;16;88;0,2;1,7;6300000;45000;0;0
439770;2;79817750;12;96;0,29;5,9;8000;40;0;0
460540;12;31725300;18;76;0,02;5,7;620000;3600;0;0
421360;8;79817750;16;118;0,29;6,7;306000;1800;0;0
423006;588;47587950;18;100;2,69;4,6;128000000;792000;1;2
420162;71;79817750;18;107;0,29;6;1700000;10000;0;0
403478;57;31725300;16;89;0,05;6,3;1600000;9300;0;0
448584;3;79817750;16;113;0,29;4,2;14000;88;0;0
461862;51;79817750;18;86;0,29;7;1700000;11000;0;0
450184;493;142763850;16;115;0,34;6,5;49000000;304000;0;0
414662;300;47587950;16;85;0,61;4,9;29000000;198000;0;0
251991;458;222077100;16;90;0,25;2,8;56000000;358000;0;0
433763;225;47587950;16;85;0,4;5,4;19000000;205000;0;0
392521;128;79817750;16;70;0,29;5,8;8600000;60000;0;0
450220;37;126901200;18;80;0,01;6,5;1300000;7000;0;0
451300;86;79817750;16;105;0,29;6,4;7200000;38000;0;0
446079;73;63450600;18;91;0,08;6,8;5000000;33000;0;0
432579;27;12690120;16;104;0,05;6,6;651000;4200;0;0
425019;691;253802400;0;101;1,25;4,4;316000000;2200000;0;1
467492;411;79817750;16;90;0,29;3,9;62000000;373000;0;0
430474;29;60278070;18;86;0,01;5,9;384000;2100;0;0
480557;50;79817750;16;100;0,29;4,5;178000;1300;0;0
469203;43;79817750;16;98;0,29;5;1700000;11000;0;0
407285;485;475879500;18;119;0,32;6,9;153000000;805000;0;0
419573;100;222077100;16;95;0,02;6;5500000;34000;0;0
460572;15;79817750;18;110;0,29;6,2;1500000;8400;0;0
472263;30;79817750;12;80;0,29;6,4;769000;11000;0;0
466999;47;79817750;18;95;0,29;6,9;4400000;24000;0;0
487351;100;79817750;0;48;0,29;4,7;15000000;107000;0;0
421439;15;63450600;16;87;0;5,8;274000;2100;0;0
469214;46;79817750;18;73;0,29;6,7;1800000;12000;0;0
424516;607;111038550;18;97;0,96;6,1;107000000;699000;0;0
417714;50;269665050;12;117;0,01;6,8;1400000;9000;0;0
423989;99;31725300;16;110;1,04;7,1;33000000;168000;0;1
460405;402;63450600;16;77;1,04;5,9;66000000;416000;0;1
374714;523;79313250;16;91;0,68;5,7;54000000;308000;0;0
409113;9;63450600;16;105;0,01;6,6;451000;2100;0;0
470418;42;79817750;16;95;0,29;7,2;1300000;6600;0;0
259991;347;95175900;12;72;0,2;1,7;19000000;136000;0;0
414930;476;79817750;6;75;0,29;2,6;48000000;287000;0;0
439906;1082;253802400;0;100;2,34;5,3;595000000;3400000;1;2
464941;117;9110910;16;97;0,66;2,6;6000000;38000;0;0
416090;1053;60739400;16;86;10,88;4,1;661000000;3900000;1;3
321845;737;212587900;16;100;2,12;6,9;450000000;2700000;1;2
471721;18;60739400;16;96;0;5,4;199000;2300;0;0
427903;30;79817750;16;84;0,29;4,2;1100000;5900;0;0
447651;67;75600000;18;97;0,02;6,1;1500000;9200;0;0
468123;716;151848500;16;101;1,63;5,6;247000000;1400000;0;1
445611;6;101600000;16;99;0;6,6;477000;2200;0;0
451127;868;75924250;16;78;4,03;6,3;306000000;1700000;1;3
468102;564;59220915;16;93;6,06;7,8;359000000;1800000;1;3
494549;31;79817750;16;98;0,29;4,4;2200000;12000;0;0
457810;270;151848500;16;107;0,13;3,7;20000000;132000;0;0
395691;578;172000000;0;88;1,06;6;182000000;1100000;0;1
468194;517;60739400;16;82;1,98;5,2;120000000;696000;0;1
413490;218;45554550;16;78;0,37;3,7;17000000;111000;0;0
419453;105;75924250;18;124;0,24;6,9;18000000;91000;0;0
429077;122;79817750;16;83;0,29;3;3600000;25000;0;0
432385;40;45554550;16;85;0,03;6,5;1200000;9500;0;0
468287;82;79817750;6;105;0,29;1,9;4000000;57000;0;0
437448;70;79817750;16;80;0,29;6,2;2900000;15000;0;0
451258;321;106293950;16;86;0,63;5,8;67000000;405000;0;0
103299;1079;1214788000;16;181;0,18;3,8;217000000;1100000;0;0
474787;311;75924250;16;86;0,59;6,5;45000000;255000;0;0
395683;58;79817750;16;95;0,29;4,9;2000000;11000;0;0
491889;615;121478800;16;109;0,44;6,6;53000000;313000;0;0
419043;42;108000000;16;110;0;1,3;159000;1500;0;0
425373;174;121478800;16;94;0,17;6,2;21000000;118000;0;0
468244;150;79817750;16;86;0,29;6,1;13000000;75000;0;0
478887;37;79817750;16;100;0,29;5,3;817000;12000;0;0
455243;30;79817750;12;84;0,29;6,9;110000;645;0;0
468180;11;79817750;18;95;0,29;5,7;309000;1400;0;0
419552;221;79817750;18;109;0,29;4,5;36000000;170000;0;0
309406;212;151848500;16;81;0,07;5,1;11000000;71000;0;0
466574;82;60739400;16;107;0,05;5,8;3200000;16000;0;0
466397;250;79817750;16;89;0,29;6,6;25000000;160000;0;0
468282;120;45554550;12;75;0,09;6,2;3900000;28000;0;0
276129;475;151848500;16;90;0,38;1,4;57000000;343000;0;0
468291;73;79817750;16;87;0,29;5,8;4600000;25000;0;0
460432;769;334066700;16;110;0,48;6,4;159000000;871000;0;0
468184;317;60739400;16;106;0,64;6,2;39000000;206000;0;0
447653;892;91109100;16;101;2,72;4,3;248000000;1100000;1;2
500358;108;79817750;18;87;0,29;6,6;5500000;29000;0;0
481434;552;151848500;16;103;0,31;5,7;47000000;295000;0;0
425041;304;136663650;16;85;0,21;5,8;29000000;168000;0;0
400472;198;197403050;18;86;0,08;4,7;15000000;135000;0;0
521527;513;66813340;16;75;0,94;5,8;63000000;374000;0;0
528181;37;42517580;16;86;0,31;1,2;13000000;66000;0;0
436263;30;79817750;16;131;0,29;8;913000;13000;0;0
470315;60;79817750;16;82;0,29;4,3;1400000;6300;0;0
